"Depth bin (m)","Efflux (Pg CO2)"
-1053,5.62072073832198e-05
-1052,5.38649911340153e-05
-1051,6.83189749468166e-05
-1050,5.67072948115985e-05
-1049,5.52759392004757e-05
-1048,4.45867098446438e-05
-1047,8.10071009114653e-05
-1046,5.16432812798605e-05
-1045,6.02743678238638e-05
-1044,5.14662040091463e-05
-1043,5.30989052164227e-05
-1042,5.30021305756501e-05
-1041,7.59517258429129e-05
-1040,0.000104652784933896
-1039,5.36974750315888e-05
-1038,7.17115350460879e-05
-1037,4.51348545962423e-05
-1036,6.23489140600177e-05
-1035,4.9653877155185e-05
-1034,7.10884308700721e-05
-1033,5.95723408580841e-05
-1032,7.08464040652118e-05
-1031,6.12873578511608e-05
-1030,0.000113513581477216
-1029,9.41421758656163e-05
-1028,4.9027137640051e-05
-1027,7.30141260882733e-05
-1026,5.9136802732163e-05
-1025,6.41334386308426e-05
-1024,3.95662872050276e-05
-1023,4.61910648643668e-05
-1022,5.76594017394288e-05
-1021,7.44229924390415e-05
-1020,5.23852240390463e-05
-1019,4.49333781595216e-05
-1018,5.61140953611388e-05
-1017,6.13429382684389e-05
-1016,3.88088867182873e-05
-1015,6.58522075989568e-05
-1014,4.11942986214824e-05
-1013,7.07041534399638e-05
-1012,5.45312035182224e-05
-1011,6.7753984729238e-05
-1010,6.83424567726621e-05
-1009,6.5454546219862e-05
-1008,6.87076129018016e-05
-1007,7.66505140954477e-05
-1006,5.96501284556184e-05
-1005,7.26260689368202e-05
-1004,7.59773192114546e-05
-1003,4.23647202475569e-05
-1002,4.5054520683376e-05
-1001,5.7121397223597e-05
-1000,5.27826425697843e-05
-999,6.48233487100281e-05
-998,6.02589862026944e-05
-997,5.40208735213131e-05
-996,7.65215684519805e-05
-995,5.55737641390945e-05
-994,5.80967613808809e-05
-993,6.47173141999069e-05
-992,7.31169126258115e-05
-991,7.46509892080297e-05
-990,7.95015846422859e-05
-989,7.13147758598575e-05
-988,5.10484370260372e-05
-987,4.48898660497498e-05
-986,7.06388938716665e-05
-985,4.72227902771655e-05
-984,5.70137243021323e-05
-983,4.9688642046424e-05
-982,6.14426295236981e-05
-981,6.71306586980211e-05
-980,9.03524139371707e-05
-979,9.42300568368303e-05
-978,6.26963972240026e-05
-977,5.17503611517283e-05
-976,6.28954720210031e-05
-975,6.25300541641252e-05
-974,5.68590803617837e-05
-973,5.19837040305507e-05
-972,7.85404784647052e-05
-971,8.77050612696562e-05
-970,6.92234822051945e-05
-969,6.98023008250614e-05
-968,9.30863903978145e-05
-967,7.11219956800734e-05
-966,5.72489371211417e-05
-965,5.4860955180681e-05
-964,7.06958413702016e-05
-963,7.47997176628868e-05
-962,6.39432407770837e-05
-961,4.41969617947218e-05
-960,9.52230122137885e-05
-959,7.03936477629489e-05
-958,6.46789866032783e-05
-957,8.21710883925436e-05
-956,8.04282714183958e-05
-955,6.94745283923045e-05
-954,6.76856419798835e-05
-953,5.30549532823148e-05
-952,9.42441276740424e-05
-951,8.42751699604754e-05
-950,6.19797806857015e-05
-949,0.000103297258991211
-948,7.29576967885296e-05
-947,7.13793427265346e-05
-946,6.08881718156241e-05
-945,8.16757379602775e-05
-944,8.73932014971469e-05
-943,8.52461508805689e-05
-942,8.28121632550936e-05
-941,8.25263029691635e-05
-940,5.42635022858632e-05
-939,0.000185055225940319
-938,8.39958552155435e-05
-937,6.5841818913853e-05
-936,0.000106498428130685
-935,7.09965966852623e-05
-934,0.000107896048248911
-933,8.22588284589314e-05
-932,0.000109342085423543
-931,8.34512440815649e-05
-930,7.14201166271607e-05
-929,9.90458608745223e-05
-928,8.21544318992185e-05
-927,9.63221632544606e-05
-926,8.58604388531464e-05
-925,9.54564388294826e-05
-924,6.40651647845266e-05
-923,8.22316733327529e-05
-922,0.00012963493447246
-921,6.71631450763487e-05
-920,8.67010959405539e-05
-919,7.86612619850553e-05
-918,0.000106354349151483
-917,8.32432351368991e-05
-916,6.08803491786131e-05
-915,7.81004592073931e-05
-914,8.80106240864326e-05
-913,0.000106114717067622
-912,0.000104370334836999
-911,8.55004427603e-05
-910,5.67883004614939e-05
-909,5.24522536089748e-05
-908,6.58173929586057e-05
-907,8.73277912152604e-05
-906,9.53938614177451e-05
-905,8.81354498418839e-05
-904,9.39770399227266e-05
-903,9.64629624041567e-05
-902,0.00011946636298561
-901,6.8350864655189e-05
-900,0.000102740202025343
-899,0.000130691772902378
-898,0.00010964169267285
-897,0.000108154089462516
-896,0.000115473419841697
-895,7.44210931690319e-05
-894,8.9088664146002e-05
-893,9.8704434113557e-05
-892,7.35396010810144e-05
-891,9.58243329377255e-05
-890,8.56109422114765e-05
-889,0.000124905881442921
-888,7.39095025641964e-05
-887,0.000111831112162857
-886,8.80735665698945e-05
-885,9.2597063282477e-05
-884,8.85700190931096e-05
-883,7.12606822222158e-05
-882,0.00012434194260634
-881,9.15871778401123e-05
-880,8.55579945800043e-05
-879,0.000147408084435241
-878,9.3465671787458e-05
-877,0.000256417922422906
-876,9.52753265341365e-05
-875,0.000102935565362636
-874,0.000111416560107618
-873,7.44831819562232e-05
-872,7.52079041553098e-05
-871,7.10023778102405e-05
-870,0.000117725588288897
-869,9.54517562729585e-05
-868,0.000186458308222753
-867,6.79373557506126e-05
-866,0.000103807356002645
-865,9.90838833934335e-05
-864,0.000141263122344931
-863,0.00014133943549779
-862,0.000120508424893765
-861,0.00010398883994146
-860,8.62682949273493e-05
-859,9.12008548810787e-05
-858,0.00010087527283205
-857,9.01894982050661e-05
-856,0.000111447816909941
-855,7.48661866133745e-05
-854,0.000164970500125471
-853,0.00012658605906806
-852,0.000101847594433353
-851,8.16753145770693e-05
-850,8.94965728726811e-05
-849,0.00012262483800829
-848,7.26647292398434e-05
-847,0.000106555722565244
-846,0.000118125503254309
-845,0.000141592390352616
-844,7.54264113457963e-05
-843,0.000114095666916853
-842,9.30904939177008e-05
-841,9.63954906509461e-05
-840,0.000123170223036186
-839,0.000113500706241087
-838,0.000197760447417389
-837,0.000107793118039494
-836,6.89532572035056e-05
-835,0.000101514273803085
-834,0.000108603079338767
-833,8.68880478258879e-05
-832,7.91616398558427e-05
-831,0.000102548294130046
-830,0.000156285049883712
-829,8.21102128314404e-05
-828,9.1507558800489e-05
-827,9.28932975252277e-05
-826,0.000115615922275601
-825,0.00018439439756254
-824,6.74289562206238e-05
-823,0.000123268953808713
-822,0.000135407845273352
-821,0.000128520685954407
-820,0.000118113520152954
-819,0.000116599673589707
-818,8.78810459803587e-05
-817,7.84227448775318e-05
-816,0.000103781214609926
-815,0.000104188281393416
-814,0.000116710673075643
-813,9.4507468248161e-05
-812,9.18461969005697e-05
-811,0.00011411491326486
-810,8.6752953164147e-05
-809,8.80798963088504e-05
-808,0.000110890897039245
-807,9.72401657482313e-05
-806,0.000147026246317362
-805,0.000139804164359316
-804,0.000104729642883138
-803,0.000114265670013649
-802,0.000142878034346278
-801,0.000113689611303004
-800,0.000120812225412816
-799,9.98765358849938e-05
-798,0.000128558907851012
-797,8.74362289909669e-05
-796,0.000121314562323518
-795,0.000104628031170115
-794,0.000157910996031201
-793,0.000117137124660088
-792,0.000174661856626917
-791,0.000108495866344919
-790,8.99217814038329e-05
-789,0.000117080581598948
-788,0.000106432809593468
-787,9.52900893178302e-05
-786,0.000107449603088804
-785,9.10153678417951e-05
-784,8.70721765094104e-05
-783,0.000117961667550759
-782,9.96756346917619e-05
-781,0.000127755894552497
-780,8.91035379516524e-05
-779,9.41972095382139e-05
-778,0.000214892754087281
-777,0.000129097214499171
-776,0.000112367197097694
-775,0.000116713118905242
-774,9.77268903156091e-05
-773,0.000110934513970183
-772,0.000129601473750418
-771,0.000118832540894991
-770,0.00013530878787116
-769,0.000100152942345617
-768,8.0406554713703e-05
-767,0.000117476425376674
-766,0.000131241832388993
-765,0.000140211369054264
-764,0.000179227285565461
-763,0.000149439730000252
-762,0.0001354012112332
-761,0.000135282253688421
-760,0.000103772083242236
-759,0.000118725388989842
-758,0.000136828493831621
-757,0.000145781972738224
-756,0.000184184514627312
-755,0.000159854126923682
-754,0.000154519737772847
-753,0.000107940560420863
-752,0.000149170494643335
-751,0.000153405599643694
-750,0.000145879735282662
-749,0.000125630796876346
-748,0.00013042204941736
-747,0.000128861517788579
-746,0.000185105674771363
-745,0.000119543284815116
-744,0.000132999465684865
-743,0.00015188871938877
-742,0.000169529622674084
-741,0.00013298066005252
-740,0.000133302937761509
-739,0.000129502896468727
-738,0.000198106060186537
-737,0.000266209966438417
-736,0.000146440033574818
-735,0.000166641154602264
-734,0.000159547246326416
-733,0.000173593191167341
-732,0.00019082390537742
-731,0.000181862078677806
-730,0.000256630628629433
-729,0.000189360473781259
-728,0.000161427912883111
-727,0.000163672604682627
-726,0.000184213106099283
-725,0.000143007120710636
-724,0.00016748931910464
-723,0.000157495730285321
-722,0.000183961730144382
-721,0.000148311236510705
-720,0.000183839866972762
-719,0.000170454266781793
-718,0.000180178953512311
-717,0.000185243750458066
-716,0.000219450959011246
-715,0.000164285956242878
-714,0.00014526588908094
-713,0.000119180715730558
-712,0.00018015213398228
-711,0.000230153690741533
-710,0.00018086700195378
-709,0.000169012669342787
-708,0.000170900457046227
-707,0.000144373465125349
-706,0.00023401421919355
-705,0.000176664513329593
-704,0.000180333422261563
-703,0.000184307570550417
-702,0.000181255677815581
-701,0.000270814005129815
-700,0.000158337687784193
-699,0.000278455412874806
-698,0.000146140306534841
-697,0.000179896639568874
-696,0.000176158473447118
-695,0.000133120176908573
-694,0.000176354843734565
-693,0.000181290539831697
-692,0.000202125277691767
-691,0.000187316755563322
-690,0.000267899113979941
-689,0.000188839895823365
-688,0.000179615693508963
-687,0.000176407086249738
-686,0.000234400921907831
-685,0.00021062865397194
-684,0.000201263453217094
-683,0.000237244010347275
-682,0.000204129457324827
-681,0.000169196468338265
-680,0.000238444937577351
-679,0.000232404605781763
-678,0.000230065630976211
-677,0.000235026212270965
-676,0.000229365652180161
-675,0.000322945440314216
-674,0.000179788855545827
-673,0.000262203845852277
-672,0.000170220884109714
-671,0.000263556321036665
-670,0.000278969749191304
-669,0.000235919264068672
-668,0.000216813287789874
-667,0.000241890960071498
-666,0.000184467936857234
-665,0.00026155261078727
-664,0.00023919754390897
-663,0.000239708640920544
-662,0.000222126642545877
-661,0.0001906175394036
-660,0.000221681041895535
-659,0.000279699999014535
-658,0.000287596171298942
-657,0.000205417243575398
-656,0.000265920356658969
-655,0.000245712917534913
-654,0.000247287747151983
-653,0.000227169067334401
-652,0.000275505292624475
-651,0.00022241388283437
-650,0.000208628395063402
-649,0.000284430719543443
-648,0.000244642828958142
-647,0.000223213847381226
-646,0.000276283234157457
-645,0.000239002585085463
-644,0.000269971244448382
-643,0.000203151060081305
-642,0.000290454525746804
-641,0.000293971419478494
-640,0.000204968307779373
-639,0.000223256295921604
-638,0.000333863660664929
-637,0.000308610485582746
-636,0.000298574278006701
-635,0.000229100474640145
-634,0.000223968002087203
-633,0.000247524287199646
-632,0.000298770709146967
-631,0.000248349887285291
-630,0.000253503789960235
-629,0.000304566481031838
-628,0.000241925800382832
-627,0.000205200714714604
-626,0.000216996023875222
-625,0.000299043919748725
-624,0.000252225029134402
-623,0.000195693314924887
-622,0.000262373328030379
-621,0.000237576264869981
-620,0.000288839128948224
-619,0.000245092429026095
-618,0.000239874012149395
-617,0.000326359116596433
-616,0.000304593362450105
-615,0.00031938688564511
-614,0.000264196401171015
-613,0.000269765589715235
-612,0.000252561525349856
-611,0.0002588180568984
-610,0.000287004089597906
-609,0.000265891827359522
-608,0.000312617387552589
-607,0.00028358136166201
-606,0.000278335721746717
-605,0.000263991080398443
-604,0.000266840630733683
-603,0.000275472198737837
-602,0.000286353948817527
-601,0.000332836131551149
-600,0.000304312768376425
-599,0.000283375076414693
-598,0.000260027072369367
-597,0.000298596947319
-596,0.00028955050655758
-595,0.000288443818206363
-594,0.000278524034080927
-593,0.000325502474992624
-592,0.00029605493461202
-591,0.00034990248805036
-590,0.000389807421345991
-589,0.000290712009789293
-588,0.000250276284033245
-587,0.000271644773414392
-586,0.000325232254551271
-585,0.000349041689345281
-584,0.000291869395993453
-583,0.000268973563770575
-582,0.000326774028161963
-581,0.00033747666150528
-580,0.000224050599330241
-579,0.000338311815539194
-578,0.000282912038904677
-577,0.000340984600145998
-576,0.000301569708323789
-575,0.000314812944059657
-574,0.000259349139851317
-573,0.000314218690545414
-572,0.000248968678113719
-571,0.000303266812358132
-570,0.000307193989403926
-569,0.000328192994896932
-568,0.000346526581860821
-567,0.000343521870805232
-566,0.000277371212075638
-565,0.00032564081706202
-564,0.000391127108331901
-563,0.000273854318965587
-562,0.000298019352971325
-561,0.000304931260433033
-560,0.000332068882493712
-559,0.000287526362861375
-558,0.000329119777645538
-557,0.000285533983047389
-556,0.0002784198622018
-555,0.000363056636140703
-554,0.000325614744078264
-553,0.000330816057399349
-552,0.000326705408005478
-551,0.000306448735556576
-550,0.000312012719975181
-549,0.000339382975800387
-548,0.000243851448208259
-547,0.000313424148063773
-546,0.00038147913761471
-545,0.000341784952767009
-544,0.000401247331457145
-543,0.000328437226808644
-542,0.000302447325028511
-541,0.000365645693936584
-540,0.000372980606727935
-539,0.000432083879263998
-538,0.000390001842082814
-537,0.000351750925056116
-536,0.000433007764397056
-535,0.000300305607555785
-534,0.00036198557260558
-533,0.000251195661714582
-532,0.000363671421266593
-531,0.000302139903086038
-530,0.000300813412528479
-529,0.000377163779337226
-528,0.000340712668910922
-527,0.00035624110420104
-526,0.000382793991573823
-525,0.000279195065079932
-524,0.00034541941592521
-523,0.000257344106499747
-522,0.00035445263961771
-521,0.000394028589117724
-520,0.000360414036590381
-519,0.000305313243649108
-518,0.000379165514328751
-517,0.000345373367765825
-516,0.000358453001600332
-515,0.000300598535447614
-514,0.000358061646471665
-513,0.000343730874741601
-512,0.000326798278566738
-511,0.000386006625524889
-510,0.00043476183995178
-509,0.000479922454942048
-508,0.000348913445290447
-507,0.00039424383699308
-506,0.000381426482573202
-505,0.000324806175107798
-504,0.000398474360767174
-503,0.000364978448537713
-502,0.000450610755866958
-501,0.000368092786278334
-500,0.000431747798551079
-499,0.000420335951287014
-498,0.000373346760623704
-497,0.000391224647902791
-496,0.000384079106402381
-495,0.000338379285066026
-494,0.000389033441857329
-493,0.000388318114389703
-492,0.000356390513676756
-491,0.000393067598204275
-490,0.000353305410251512
-489,0.000437636416928683
-488,0.000402845065294003
-487,0.000405371243273754
-486,0.000311318288685159
-485,0.000414607383832085
-484,0.000428389832725912
-483,0.000417455999649079
-482,0.00040550854983759
-481,0.000314139666412291
-480,0.000454412581609136
-479,0.000428982111185957
-478,0.000345217476337556
-477,0.000431901801703241
-476,0.000404182333471979
-475,0.000379827744527363
-474,0.000485459085343028
-473,0.00045696595233351
-472,0.000454635511763773
-471,0.000372729305438104
-470,0.000428788338836051
-469,0.000436396377204203
-468,0.000477821648774101
-467,0.00044741749246846
-466,0.000418968316048916
-465,0.000461047279601104
-464,0.000424187842199063
-463,0.000483784400631613
-462,0.000512579529292008
-461,0.000432900700452435
-460,0.00040763242444028
-459,0.000404858083845162
-458,0.000472685242841648
-457,0.000512137630727673
-456,0.000465477690748685
-455,0.000443131237494101
-454,0.000375264568569059
-453,0.000362501197560497
-452,0.000419289792552752
-451,0.000379777198330526
-450,0.000429482520560611
-449,0.000469924540779464
-448,0.000458415430358206
-447,0.00045722846181652
-446,0.000414043716800653
-445,0.000512926151831574
-444,0.000414006486555456
-443,0.000378327926425304
-442,0.00046131440152506
-441,0.000490666169122988
-440,0.000418860417508912
-439,0.000465319255679838
-438,0.000424113428940458
-437,0.000541816006890822
-436,0.000450328727179036
-435,0.000388887914642923
-434,0.000447651151043251
-433,0.000424567528094339
-432,0.000468850011621195
-431,0.000472987035892551
-430,0.000418697845171364
-429,0.00040527869100441
-428,0.000478651536605683
-427,0.00045280250236841
-426,0.000410768748209868
-425,0.00047681747444713
-424,0.000410815130304489
-423,0.000387006921295506
-422,0.000456195034001333
-421,0.000487933747115369
-420,0.000442572289591459
-419,0.000493871852879393
-418,0.000437525971311713
-417,0.000477541428721778
-416,0.000533905982492325
-415,0.00047028333177094
-414,0.00045510949609277
-413,0.000451465876168924
-412,0.000475689325165664
-411,0.000480045464183013
-410,0.000485089419459383
-409,0.000451884059262625
-408,0.000493352029385195
-407,0.000536480137783929
-406,0.000496523101542043
-405,0.000559086800315071
-404,0.000448218045641585
-403,0.000454701225737644
-402,0.000455222182093069
-401,0.000515935479770758
-400,0.000477831569777701
-399,0.000457060719314267
-398,0.000432119445525229
-397,0.000460077161031078
-396,0.000443218335527562
-395,0.00061639976859417
-394,0.000495485803430013
-393,0.000444134386965747
-392,0.000535377747946352
-391,0.000513003767066088
-390,0.000472837644957386
-389,0.000586464567155074
-388,0.000496908327882683
-387,0.000415906677014826
-386,0.000472644681435172
-385,0.000489522366888556
-384,0.000443085484769014
-383,0.000547757440073959
-382,0.000441809950517251
-381,0.000516124309505273
-380,0.000521318214168133
-379,0.000568369636609703
-378,0.000496574375752218
-377,0.000497977346956196
-376,0.00053239550784772
-375,0.000580911498998288
-374,0.000484682516020616
-373,0.000479933857637629
-372,0.000462600901189154
-371,0.000454159081320862
-370,0.000518861954270332
-369,0.000482856424400835
-368,0.000543805082658157
-367,0.000481921242313528
-366,0.000553643622423503
-365,0.000490423319938436
-364,0.000524132592616619
-363,0.000593650601516683
-362,0.000646402489789273
-361,0.000545298722232932
-360,0.000582105495708847
-359,0.000582785668751588
-358,0.000624593639872063
-357,0.000582667668698982
-356,0.000623784819551228
-355,0.000610210346565472
-354,0.000543298819953178
-353,0.000577465131691014
-352,0.000574142913626944
-351,0.000598309297411202
-350,0.000529206769204544
-349,0.000639343689967315
-348,0.000591323051206777
-347,0.00059183681661083
-346,0.000565369720919095
-345,0.000626821603007968
-344,0.00056844593650008
-343,0.000695236158930906
-342,0.000608300840843272
-341,0.000598308024839282
-340,0.000644258775891588
-339,0.000623934579936976
-338,0.000577416008520204
-337,0.000612575756134192
-336,0.000656123796127701
-335,0.000553110248694161
-334,0.000725028793406646
-333,0.00064403944552395
-332,0.000675674597725639
-331,0.000654670983536945
-330,0.000686414918360118
-329,0.000641909880676741
-328,0.000626265260457677
-327,0.000569112334410238
-326,0.00058236069666177
-325,0.000600834500105904
-324,0.000645829383582054
-323,0.000677225540090762
-322,0.000770666989804739
-321,0.000619776768749035
-320,0.000647741915915223
-319,0.000779995873094486
-318,0.000705679065890227
-317,0.00083121377847524
-316,0.000817541279597515
-315,0.000683866357053567
-314,0.000678692425367703
-313,0.000680270256193813
-312,0.000814404069416193
-311,0.000683874089859777
-310,0.000665457637923292
-309,0.000707420376337246
-308,0.000869907505048128
-307,0.00070288023042856
-306,0.000762769349238176
-305,0.000727750354236162
-304,0.000792024863452204
-303,0.000757789069400659
-302,0.000860119367297234
-301,0.000844483024317048
-300,0.000685134516326458
-299,0.000982308738881401
-298,0.000756096174380875
-297,0.000760197003275735
-296,0.000741494386267525
-295,0.000913218680866691
-294,0.000836596382631316
-293,0.000869224667059701
-292,0.000868882233881501
-291,0.00085638548920929
-290,0.000865866642793709
-289,0.000870261080927658
-288,0.000840722536122241
-287,0.000935171779407589
-286,0.000747398230996306
-285,0.000866342585054334
-284,0.000885624432355988
-283,0.000823353632075376
-282,0.000923766955140354
-281,0.000769571528247704
-280,0.000962505696170254
-279,0.000884716993551267
-278,0.000790216506546901
-277,0.000942877399056138
-276,0.000886138156958181
-275,0.000955749086149798
-274,0.000888322451954123
-273,0.000984365120557906
-272,0.000935196199202319
-271,0.000967739078469004
-270,0.000935330063696194
-269,0.000948453024513719
-268,0.000940193433598698
-267,0.000877494977490705
-266,0.000983226940372865
-265,0.00098152454406353
-264,0.00105363386202814
-263,0.0010593880564799
-262,0.00114217811024041
-261,0.00100074676285342
-260,0.00106637278049668
-259,0.000911093718582658
-258,0.00105692687468791
-257,0.000968858152384199
-256,0.00103851188290166
-255,0.000964274920120928
-254,0.000887120137451933
-253,0.000979723382450899
-252,0.000917177926885822
-251,0.000961935329356928
-250,0.00102821921645506
-249,0.00091274964879794
-248,0.00101335595769268
-247,0.00102887930996322
-246,0.00106559472628914
-245,0.000925683258999506
-244,0.00101749376908033
-243,0.00108711688834185
-242,0.00101784907062071
-241,0.000968518850243382
-240,0.00105637491803058
-239,0.00102725767956096
-238,0.00102846758685489
-237,0.00101468114084423
-236,0.00116330890736202
-235,0.00110181117371645
-234,0.0010875729292573
-233,0.00120485918593817
-232,0.00116649964257623
-231,0.00116228354116741
-230,0.00111682682017247
-229,0.00119076594051311
-228,0.00112476571769343
-227,0.00115325129634506
-226,0.00106534603813443
-225,0.00106783603052494
-224,0.00103130927556759
-223,0.00106912271652373
-222,0.00104010434230052
-221,0.00107605135907808
-220,0.00116497179083319
-219,0.00101510173494024
-218,0.00109590784464274
-217,0.00100997996878568
-216,0.00101396028595219
-215,0.0011154815833007
-214,0.00124265764058674
-213,0.00126652969596056
-212,0.00110602502975157
-211,0.00108657625983597
-210,0.00118336634990233
-209,0.00118394261485004
-208,0.00120996366842607
-207,0.00111751249999393
-206,0.00121310815012089
-205,0.00123597957249912
-204,0.00132215945093743
-203,0.00126872963642114
-202,0.00128369845794529
-201,0.00133698590540012
-200,0.00138464202953299
-199,0.00123245493467595
-198,0.00119979993694221
-197,0.00127252881873532
-196,0.00143121087670065
-195,0.00149040348642951
-194,0.00144245745281778
-193,0.00142492689276135
-192,0.00140540747192681
-191,0.00137956449494195
-190,0.00142807535756992
-189,0.00157316465030581
-188,0.00136927470595602
-187,0.00139966771093162
-186,0.0014209225211823
-185,0.00150189073347456
-184,0.00149027863288797
-183,0.00148775656598818
-182,0.00149972970867871
-181,0.00151652570916368
-180,0.00148027577319445
-179,0.00148047403675327
-178,0.00141446817878935
-177,0.00160644965827408
-176,0.00149757250021924
-175,0.00149705579963023
-174,0.00156257724864701
-173,0.00147415912060667
-172,0.00149370236116746
-171,0.00154009465632538
-170,0.00170564763046591
-169,0.00152888032549014
-168,0.00157769953809954
-167,0.00162184056974867
-166,0.00176131975733047
-165,0.00151909842845544
-164,0.00151480344744105
-163,0.001516826200528
-162,0.00168983523046236
-161,0.00159338816100692
-160,0.00175341462205187
-159,0.00169443921536291
-158,0.0018827810463008
-157,0.00168378965014558
-156,0.00175357288525756
-155,0.00183090747831237
-154,0.00163918162544393
-153,0.00179511549593482
-152,0.00188752540538919
-151,0.00207256311682895
-150,0.0018003698226038
-149,0.00209821653696258
-148,0.00189175219776377
-147,0.00219915855170801
-146,0.00221396143047079
-145,0.00208758687002062
-144,0.00213774765147068
-143,0.00229750367933405
-142,0.0025150178814853
-141,0.0024091046975157
-140,0.00246018904714308
-139,0.00256471733044692
-138,0.00257715036831734
-137,0.00245519689213679
-136,0.00297432206271812
-135,0.00263935383140756
-134,0.00279987251913938
-133,0.00304337791907914
-132,0.00317534731919185
-131,0.00302471849827183
-130,0.00284781259869605
-129,0.00318414068994479
-128,0.00314455882716812
-127,0.00332460729656577
-126,0.0035615120820599
-125,0.00344148668151057
-124,0.0030707734772479
-123,0.0032182444196874
-122,0.00340369512071155
-121,0.00349419549089072
-120,0.00327690665525373
-119,0.00335984418102435
-118,0.00349153157866224
-117,0.00342946293722004
-116,0.00351214057834953
-115,0.00374145719675495
-114,0.00384190006890067
-113,0.00343245222657626
-112,0.00369213544026047
-111,0.00372545227395993
-110,0.00374577827540057
-109,0.00410924165526667
-108,0.00399844496753197
-107,0.00408342227087699
-106,0.00421734193469978
-105,0.00448064710486769
-104,0.00456811397952671
-103,0.00476997233633952
-102,0.00480409700488756
-101,0.00448442648726552
-100,0.00451972822649253
-99,0.00450031382011948
-98,0.00477363443564611
-97,0.00482308256425287
-96,0.00474625127111062
-95,0.00488075437446549
-94,0.00489220332714073
-93,0.00498134067944298
-92,0.00570258355083412
-91,0.00610983869299977
-90,0.00596391536065024
-89,0.00578638294681024
-88,0.00635587568816288
-87,0.00647334109267807
-86,0.00658967016862976
-85,0.00659472264447073
-84,0.006737643460319
-83,0.00705095549774409
-82,0.00690211645930012
-81,0.00686197365818894
-80,0.00811446942536245
-79,0.00778063000539513
-78,0.00775562437393941
-77,0.00769937952693567
-76,0.0082463225722831
-75,0.00900435240940233
-74,0.00897303209113296
-73,0.0102540899894432
-72,0.0109796766583397
-71,0.0106689676829693
-70,0.0111223730491467
-69,0.011080210007043
-68,0.0109003557803178
-67,0.0113659941272088
-66,0.0119868426420146
-65,0.0118555860814371
-64,0.0116141040039647
-63,0.0120829918876423
-62,0.0117453792748342
-61,0.0118538370627299
-60,0.0128527754006543
-59,0.0126775897439371
-58,0.0125324911740436
-57,0.0123003017638795
-56,0.0113001051061633
-55,0.0123315401513784
-54,0.0129103929030539
-53,0.0125023118467135
-52,0.0130209214824387
-51,0.0122962395647767
-50,0.0123390652464868
-49,0.0121663925600779
-48,0.0109184744077683
-47,0.0103170937911974
-46,0.0100411952613914
-45,0.0104076414978065
-44,0.0100890989422265
-43,0.0100289646637292
-42,0.00998779029469615
-41,0.0092278968241323
-40,0.00996217068688142
-39,0.00939441482629533
-38,0.0100151703068366
-37,0.00997149954964304
-36,0.00984893711933113
-35,0.00981345534609241
-34,0.010040500371596
-33,0.0104030903885077
-32,0.0108157076358297
-31,0.0116950220051641
-30,0.0123729247772307
-29,0.0120371531866675
-28,0.0120878757128522
-27,0.0118588364624861
-26,0.0119110761101535
-25,0.014456297880846
-24,0.0126536913461944
-23,0.0123706572339921
-22,0.0115326464596935
-21,0.0129327617617551
-20,0.014432580017693
-19,0.0118372890928958
-18,0.0108024458196051
-17,0.009920460514464
-16,0.0104794835408251
-15,0.00907227358169626
-14,0.00796928754313899
-13,0.00789816608411441
-12,0.00708024643001802
-11,0.00754428564154252
-10,0.00621268721781797
-9,0.00526457198203031
-8,0.0048540428595456
-7,0.00454043630432994
-6,0.00414608871205
-5,0.00332452761078828
-4,0.00238155985528427
-3,0.0068338039245979
-2,2.12141666152128e-05
-1,0.00286443343926828
